DPTO_CCDGO,MPIO_CCDGO,CPOB_CNMBR,CPOB_NANO,CPOB_CSMBL,latitude,longitude,DPNP,DPNP_Dbl,Desplazado,Refugiados,IDPs,TotalImpct,Pop1985,Pop2015
76,845,ULLOA,2011,5,4.702861426,-75.73875523,76845,76845,250,348,7,605,6050,5455
15,842,ÚMBITA,2011,5,5.217753075,-73.45745267,15842,15842,79,110,0,189,9455,10314
25,845,UNE,2011,5,4.402603758,-74.02520707,25845,25845,267,131,126,524,7012,9196
27,800,UNGUÍA,2011,5,8.043632715,-77.09322948,27800,27800,10828,2610,8003,21441,12637,15126
5,842,URAMITA,2011,5,6.898876985,-76.17468856,5842,5842,4811,1799,2462,9072,8369,8238
50,370,URIBE,2011,5,3.238327068,-74.35067139,50370,50370,8441,495,360,9296,0,16155
44,847,URIBIA,2011,5,11.71494713,-72.26551545,44847,44847,1773,558,1234,3565,55683,174287
5,847,URRAO,2011,5,6.314001176,-76.13224047,5847,5847,22570,4930,18222,45722,28080,44648
44,855,URUMITA,2011,5,10.55998334,-73.01337169,44855,44855,1890,2262,1070,5222,10535,17910
8,849,USIACURÍ,2012,5,10.74277732,-74.97693311,8849,8849,31,120,0,151,6270,9390
25,851,ÚTICA,2011,5,5.189008401,-74.48305712,25851,25851,545,572,115,1232,5289,5008
5,854,VALDIVIA,2011,5,7.163137681,-75.43971192,5854,5854,7222,4836,1394,13452,12271,22179
23,855,VALENCIA,2011,5,8.257266174,-76.14990901,23855,23855,19769,8925,15405,44099,23523,42971
68,855,VALLE DE SAN JOSÉ,2011,5,6.448009474,-73.14357671,68855,68855,75,153,11,239,4983,4670
73,854,VALLE DE SAN JUAN,2011,5,4.197485032,-75.11558955,73854,73854,932,245,367,1544,6052,6355
20,1,VALLEDUPAR,2011,5,10.4618934,-73.25851704,20001,20001,32436,83963,51286,167685,195314,453215
5,856,VALPARAÍSO,2011,5,5.614698523,-75.6247152,5856,5856,431,272,9,712,8417,6174
18,860,VALPARAÍSO,2011,5,1.197615252,-75.70536628,18860,18860,13666,1108,2887,17661,9548,11629
5,858,VEGACHÍ,2011,5,6.771813274,-74.79753386,5858,5858,4605,1219,801,6625,13619,9448
68,861,VÉLEZ,2012,5,6.007580561,-73.67452042,68861,68861,709,746,24,1479,17691,19057
73,861,VENADILLO,2011,5,4.714453382,-74.93126608,73861,73861,3207,717,228,4152,15562,19586
5,861,VENECIA,2011,5,5.963085926,-75.7345341,5861,5861,769,474,58,1301,12717,13253
25,506,VENECIA,2011,5,4.089166393,-74.47771953,25506,25506,989,494,34,1517,5029,4060
15,861,VENTAQUEMADA,2011,5,5.369251882,-73.52063241,15861,15861,28,51,0,79,12190,15442
25,862,VERGARA,2011,5,5.11812063,-74.34546781,25862,25862,888,325,122,1335,9979,7677
76,863,VERSALLES,2011,5,4.575820616,-76.1995094,76863,76863,1354,247,51,1652,11813,7215
68,867,VETAS,2011,5,7.309381361,-72.87074132,68867,68867,83,21,0,104,2104,2435
25,867,VIANÍ,2011,5,4.87524411,-74.56148735,25867,25867,579,92,13,684,3832,4191
17,867,VICTORIA,2011,5,5.31747862,-74.9111506,17867,17867,900,662,191,1753,10533,8415
5,873,VIGÍA DEL FUERTE,2011,5,6.588794113,-76.89634759,5873,5873,12087,1816,1737,15640,6999,5586
76,869,VIJES,2011,5,3.69892807,-76.44197669,76869,76869,216,379,0,595,8894,11018
54,871,VILLA CARO,2011,5,7.914369504,-72.97292384,54871,54871,241,133,24,398,5262,5192
15,407,VILLA DE LEYVA,2011,5,5.63623796,-73.52644551,15407,15407,1,258,0,259,5993,16478
25,843,VILLA DE SAN DIEGO DE UBATÉ,2011,5,5.307474366,-73.81445298,25843,25843,88,892,4,984,25376,38809
54,874,VILLA DEL ROSARIO,2011,5,7.849046596,-72.47051925,54874,54874,1982,6411,197,8590,61732,88462
19,845,VILLA RICA,2011,5,3.174922713,-76.46161371,19845,19845,246,856,10,1112,0,16189
86,885,VILLAGARZÓN,2011,5,1.030863064,-76.61465827,86885,86885,11093,5761,2772,19626,17202,21134
25,871,VILLAGÓMEZ,2011,5,5.27318304,-74.19516465,25871,25871,423,36,89,548,2686,2171
73,870,VILLAHERMOSA,2011,5,5.030295445,-75.11778988,73870,73870,4962,347,275,5584,15443,10696
17,873,VILLAMARÍA,2011,5,5.04499164,-75.51388338,17873,17873,689,1768,120,2577,30219,56303
13,873,VILLANUEVA,2011,5,10.44419173,-75.27580809,13873,13873,4083,885,2149,7117,12715,19691
44,874,VILLANUEVA,2011,5,10.60911279,-72.97872775,44874,44874,6396,2397,4514,13307,7316,5858
68,872,VILLANUEVA,2011,5,6.669371065,-73.17432545,68872,68872,53,39,4,96,13492,23859
85,440,VILLANUEVA,2011,5,4.610618197,-72.92716789,85440,85440,2889,2324,619,5832,21953,27657
25,873,VILLAPINZÓN,2011,5,5.21481263,-73.5968136,25873,25873,242,57,476,775,14987,19742
73,873,VILLARRICA,2011,5,3.935800526,-74.60032521,73873,73873,5034,139,282,5455,9989,5449
50,1,VILLAVICENCIO,2011,5,4.12295758,-73.6268779,50001,50001,7725,107365,1584,116674,211866,484471
41,872,VILLAVIEJA,2011,5,3.219240547,-75.21814439,41872,41872,827,310,125,1262,7772,7312
25,875,VILLETA,2011,5,5.00942833,-74.47289332,25875,25875,1003,645,59,1707,20798,25164
25,878,VIOTÁ,2011,5,4.440501767,-74.52295638,25878,25878,6623,982,5128,12733,16672,13351
15,879,VIRACACHÁ,2011,5,5.436707563,-73.2966647,15879,15879,6,21,0,27,4235,3222
50,711,VISTAHERMOSA,2011,5,3.127717111,-73.75127901,50711,50711,30558,1214,10618,42390,20565,25461
17,877,VITERBO,2011,5,5.062864419,-75.87075929,17877,17877,579,725,14,1318,14299,12469
25,885,YACOPÍ,2011,5,5.459539929,-74.33842664,25885,25885,5023,645,657,6325,20028,16951
52,885,YACUANQUER,2011,5,1.115822241,-77.40180994,52885,52885,114,316,9,439,8029,10968
41,885,YAGUARÁ,2011,5,2.664796688,-75.51829617,41885,41885,174,568,1,743,5998,8949
5,885,YALÍ,2012,5,6.668252581,-74.84117476,5885,5885,1685,276,162,2123,7609,8318
5,887,YARUMAL,2011,5,6.9655797,-75.41959841,5887,5887,5601,5595,1660,12856,35605,46865
97,889,YAVARATÉ,1993,0,0.828017309,-69.61593054,97889,97889,0,0,0,0,1024,1240
5,890,YOLOMBÓ,2011,5,6.595378409,-75.01381252,5890,5890,5161,1098,1218,7477,21147,23958
85,1,YOPAL,2012,5,5.332228105,-72.39399425,85001,85001,4917,19675,2748,27340,42671,139736
76,890,YOTOCO,2011,5,3.861066762,-76.38308668,76890,76890,511,763,32,1306,13479,16267
76,892,YUMBO,2010,5,3.540269025,-76.49763915,76892,76892,1275,6973,54,8302,55190,117156
27,50,YUTO,2011,5,5.530826086,-76.63606821,27050,27050,2649,281,197,3127,0,9927
13,894,ZAMBRANO,2011,5,9.748567726,-74.81495997,13894,13894,11551,1018,8554,21123,10468,11611
68,895,ZAPATOCA,2006,5,6.813844067,-73.27085551,68895,68895,906,212,96,1214,11823,8929
5,895,ZARAGOZA,2011,5,7.488149672,-74.86796174,5895,5895,11500,2737,3829,18066,12422,30738
76,895,ZARZAL,2011,5,4.390428466,-76.07174817,76895,76895,1438,1667,45,3150,34243,45234
15,897,ZETAQUIRA,2011,5,5.284346565,-73.17202997,15897,15897,209,152,11,372,6049,4557
25,898,ZIPACÓN,2011,5,4.759850768,-74.37983354,25898,25898,5,116,0,121,3787,5570
25,899,ZIPAQUIRÁ,2012,5,5.023482942,-73.99240307,25899,25899,118,1742,0,1860,60202,122347
