DPTO_CCDGO,MPIO_CCDGO,CPOB_CNMBR,CPOB_NANO,CPOB_CSMBL,latitude,longitude,DPNP,DPNP_Dbl,Desplazado,Refugiados,IDPs,TotalImpct,Pop1985,Pop2015
23,660,SAHAGÚN,2006,5,8.94364755,-75.44521983,23660,23660,1883,4796,150,6829,68655,89867
41,660,SALADOBLANCO,2011,5,1.992595388,-76.04621413,41660,41660,1567,1663,28,3258,8250,11464
52,520,SALAHONDA,2011,5,2.039887239,-78.65822336,52520,52520,3469,591,1034,5094,7055,15039
17,653,SALAMINA,2011,5,5.402601489,-75.48717096,17653,17653,2724,403,510,3637,25231,16635
47,675,SALAMINA,2011,5,10.4900398,-74.7931441,47675,47675,4018,381,2489,6888,8133,7089
54,660,SALAZAR,2011,5,7.772718285,-72.80876862,54660,54660,1092,262,110,1464,12289,8964
73,671,SALDAÑA,2011,5,3.926797133,-75.01663674,73671,73671,1751,342,29,2122,14607,14447
63,690,SALENTO,2011,5,4.637502683,-75.57061551,63690,63690,485,644,146,1275,6262,7115
5,642,SALGAR,2011,5,5.961162418,-75.97543596,5642,5642,6524,847,1627,8998,20865,17608
15,646,SAMACÁ,2011,5,5.492627404,-73.48597146,15646,15646,48,696,2,746,13214,19907
17,662,SAMANÁ,2011,5,5.413074333,-74.99238026,17662,17662,26806,916,24050,51772,35911,25777
52,678,SAMANIEGO,2011,5,1.334546291,-77.59475731,52678,52678,8636,11810,4563,25009,45112,49545
70,670,SAMPUÉS,2011,5,9.182439329,-75.37917964,70670,70670,1242,4272,86,5600,24547,37925
41,668,SAN AGUSTÍN,2011,5,1.881472149,-76.27081355,41668,41668,4633,2560,518,7711,23402,32894
20,710,SAN ALBERTO,2011,5,7.761547319,-73.39405732,20710,20710,7532,1879,476,9887,13989,24652
68,669,SAN ANDRÉS,2011,5,6.812513715,-72.84883476,68669,68669,812,69,36,917,13854,8540
88,1,SAN ANDRÉS,2010,5,12.58298842,-81.69604148,88001,88001,68,261,0,329,38069,71305
5,647,SAN ANDRÉS DE CUERQUÍA,2011,5,6.917505715,-75.67546803,5647,5647,2547,697,579,3823,8456,6226
23,670,SAN ANDRÉS DE SOTAVENTO,2011,5,9.14522008,-75.50869797,23670,23670,3554,2395,83,6032,49492,42747
47,660,SAN ÁNGEL,2011,5,10.03251902,-74.21396122,47660,47660,14916,658,1790,17364,0,16865
23,672,SAN ANTERO,2011,5,9.370932545,-75.76220197,23672,23672,1158,729,28,1915,15875,31365
73,675,SAN ANTONIO,2011,5,3.914292034,-75.47965064,73675,73675,11646,691,225,12562,19319,14400
25,645,SAN ANTONIO DEL TEQUENDAMA,2011,5,4.616074117,-74.35181631,25645,25645,216,329,12,557,9824,13084
68,673,SAN BENITO,2011,5,6.126606981,-73.50947416,68673,68673,243,15,10,268,3759,3986
70,678,SAN BENITO ABAD,2011,5,8.929924408,-75.03136903,70678,70678,10000,2821,4827,17648,18963,25442
25,649,SAN BERNARDO,2011,5,4.179442102,-74.42298616,25649,25649,656,197,12,865,15293,10670
52,685,SAN BERNARDO,2011,5,1.514431045,-77.04708963,52685,52685,500,335,45,880,0,19201
23,675,SAN BERNARDO DEL VIENTO,2011,5,9.353877993,-75.95404449,23675,23675,3384,1654,76,5114,26305,34782
54,670,SAN CALIXTO,2011,5,8.398315286,-73.20669102,54670,54670,7230,981,6459,14670,23290,13514
5,649,SAN CARLOS,2011,5,6.187976407,-74.9930024,5649,5649,27583,1432,10179,39194,18962,27104
23,678,SAN CARLOS,2011,5,8.799219106,-75.69902876,23678,23678,880,1724,176,2780,26616,16064
50,680,SAN CARLOS DE GUAROA,2011,5,3.710534484,-73.24158942,50680,50680,986,767,20,1773,4235,9581
54,673,SAN CAYETANO,2011,5,7.877279388,-72.62504029,54673,54673,134,314,0,448,2954,5424
13,620,SAN CRISTÓBAL,2011,5,10.3939444,-75.0647574,13620,13620,620,399,13,1032,0,6669
20,750,SAN DIEGO,2011,5,10.33369278,-73.1807288,20750,20750,8597,4475,6875,19947,14212,13376
15,660,SAN EDUARDO,2011,5,5.224206617,-73.07660264,15660,15660,206,38,3,247,3313,1862
13,647,SAN ESTANISLAO DE KOSTKA,2011,5,10.39879976,-75.15279036,13647,13647,796,166,359,1321,13202,16257
94,883,SAN FELIPE,1993,5,1.911797409,-67.06595213,94883,94883,178,3,1,182,670,2050
13,650,SAN FERNANDO,2011,5,9.216408067,-74.32927081,13650,13650,554,159,9,722,11241,13753
5,652,SAN FRANCISCO,2011,5,5.964172393,-75.10185297,5652,5652,13150,1588,6043,20781,0,5318
86,755,SAN FRANCISCO,2011,5,1.176740265,-76.87589203,86755,86755,568,1132,460,2160,5592,7083
25,658,SAN FRANCISCO,2011,5,4.972483261,-74.28969763,25658,25658,125,885,0,1010,6467,9586
27,1,SAN FRANCISCO DE QUIBDO,2011,5,5.692349465,-76.65112463,27001,27001,19183,70189,22434,111806,111469,115711
68,679,SAN GIL,2008,5,6.556031538,-73.13747787,68679,68679,281,1055,17,1353,33351,45445
13,654,SAN JACINTO,2011,5,9.830657753,-75.1217448,13654,13654,16385,2470,18207,37062,24075,21536
13,655,SAN JACINTO DEL CAUCA,2011,5,8.249349771,-74.72202734,13655,13655,2637,887,845,4369,0,13426
5,656,SAN JERÓNIMO,2011,5,6.443063792,-75.72781783,5656,5656,753,638,48,1439,10361,12635
68,682,SAN JOAQUÍN,2011,5,6.427549037,-72.86770325,68682,68682,157,45,15,217,4099,2488
17,665,SAN JOSÉ,2011,5,5.082642862,-75.79165099,17665,17665,333,319,23,675,0,7588
52,621,SAN JOSÉ,2011,5,1.696986918,-78.24467611,52621,52621,8856,123,3367,12346,18674,22131
52,19,SAN JOSÉ,2011,5,1.473940616,-77.08125969,52019,52019,1084,550,314,1948,9343,22613
41,359,SAN JOSÉ DE ISNOS,2011,5,1.930355777,-76.21454183,41359,41359,4365,2312,1200,7877,16731,27144
5,658,SAN JOSÉ DE LA MONTAÑA,2011,5,6.849741207,-75.68408219,5658,5658,797,398,73,1268,2898,3336
68,684,SAN JOSÉ DE MIRANDA,2011,5,6.65866422,-72.73338212,68684,68684,180,25,0,205,7127,4346
15,664,SAN JOSÉ DE PARE,2011,5,6.018791744,-73.54617324,15664,15664,68,186,3,257,6451,5221
23,682,SAN JOSÉ DE URÉ,2011,5,7.786983639,-75.53485499,23682,23682,1696,1574,3525,6795,0,10993
18,610,SAN JOSÉ DEL FRAGUA,2011,5,1.331725838,-75.97366185,18610,18610,14195,1789,2498,18482,5056,14921
95,1,SAN JOSÉ DEL GUAVIARE,2008,5,2.567205359,-72.63969014,95001,95001,26213,13655,21248,61116,34372,64555
27,660,SAN JOSÉ DEL PALMAR,2011,5,4.894671238,-76.23566964,27660,27660,7254,512,635,8401,7616,4822
50,683,SAN JUAN DE ARAMA,2011,5,3.372283321,-73.87499021,50683,50683,5525,1236,2101,8862,10178,8837
52,1,SAN JUAN DE PASTO,2011,5,1.212839424,-77.27812499,52001,52001,5147,65728,7021,77896,281207,439993
25,662,SAN JUAN DE RIOSECO,2011,5,4.847253153,-74.62165591,25662,25662,2464,426,260,3150,11729,9670
5,659,SAN JUAN DE URABÁ,2011,5,8.759490606,-76.52888979,5659,5659,10301,9844,2865,23010,0,25168
44,650,SAN JUAN DEL CESAR,2011,5,10.77073498,-73.00170139,44650,44650,5909,3029,13657,22595,34602,37327
13,657,SAN JUAN NEPOMUCENO,2011,5,9.951381277,-75.0836663,13657,13657,10225,2485,18006,30716,29308,33466
50,686,SAN JUANITO,2011,5,4.458223603,-73.67630237,50686,50686,597,52,80,729,1917,2165
52,687,SAN LORENZO,2011,5,1.50315632,-77.21540051,52687,52687,1174,2138,26,3338,13557,19849
5,660,SAN LUIS,2011,5,6.042865254,-74.99439223,5660,5660,17676,3699,14426,35801,13981,10939
73,678,SAN LUIS,2011,5,4.133014492,-75.09528352,73678,73678,2721,474,338,3533,15446,19164
50,223,SAN LUIS DE CUBARRAL,2011,5,3.793034197,-73.84096296,50223,50223,821,993,611,2425,7880,5946
15,667,SAN LUIS DE GACENO,2011,5,4.818705081,-73.16887227,15667,15667,629,304,27,960,7371,5120
85,325,SAN LUIS DE PALENQUE,2011,5,5.421839576,-71.73122989,85325,85325,841,257,60,1158,6781,7767
70,708,SAN MARCOS,2011,5,8.662089723,-75.12887786,70708,70708,4265,3764,151,8180,34818,57071
20,770,SAN MARTÍN,2011,5,8.00439772,-73.51298328,20770,20770,3732,2910,907,7549,13224,18548
50,689,SAN MARTÍN,2011,5,3.701610526,-73.69597218,50689,50689,2675,6426,334,9435,24801,24670
13,667,SAN MARTÍN DE LOBA,2011,5,8.936985918,-74.03776811,13667,13667,7468,978,2685,11131,24275,17295
15,673,SAN MATEO,2011,5,6.401834213,-72.55494287,15673,15673,488,20,6,514,9610,3682
86,757,SAN MIGUEL,1996,0,0.273017004,-76.84534328,86757,86757,19479,1551,3675,24705,0,26551
68,686,SAN MIGUEL,2011,5,6.576217487,-72.64533693,68686,68686,153,11,0,164,4485,2379
15,676,SAN MIGUEL DE SEMA,2011,5,5.517729429,-73.72199248,15676,15676,6,41,0,47,4153,4556
70,713,SAN ONOFRE,2011,5,9.736821,-75.52556229,70713,70713,26098,3200,20394,49692,45007,50214
13,670,SAN PABLO,2011,5,7.477475436,-73.92455783,13670,13670,21677,9063,18492,49232,17962,17492
52,693,SAN PABLO,2011,5,1.669158039,-77.01272834,52693,52693,2012,489,257,2758,21160,33291
15,681,SAN PABLO DE BORBUR,2011,5,5.659017758,-74.06659233,15681,15681,676,130,17,823,7593,10524
70,717,SAN PEDRO,2011,5,9.396083795,-75.06375581,70717,70717,2887,4511,861,8259,15521,16038
76,670,SAN PEDRO,2011,5,3.994626385,-76.22921311,76670,76670,1617,1735,2086,5438,13057,18133
52,694,SAN PEDRO DE CARTAGO,2011,5,1.552084935,-77.12074197,52694,52694,212,226,11,449,0,7539
5,664,SAN PEDRO DE LOS MILAGROS,2011,5,6.461318284,-75.56063112,5664,5664,6644,2741,644,10029,13893,26592
5,665,SAN PEDRO DE URABÁ,2011,5,8.278064307,-76.38256213,5665,5665,19259,11712,8179,39150,21746,31280
23,686,SAN PELAYO,2011,5,8.956667287,-75.8352684,23686,23686,1366,4364,755,6485,34280,43584
5,667,SAN RAFAEL,2011,5,6.293949736,-75.02824952,5667,5667,16871,1845,10898,29614,18866,12980
5,670,SAN ROQUE,2011,5,6.485655615,-75.01948573,5670,5670,4388,1032,3881,9301,18985,16789
19,693,SAN SEBASTIÁN,2011,5,1.838678626,-76.76983252,19693,19693,3304,112,36,3452,10065,13924
47,692,SAN SEBASTIÁN DE BUENAVISTA,2011,5,9.240824405,-74.35139556,47692,47692,1254,329,67,1650,15953,17483
73,443,SAN SEBASTIÁN DE MARIQUITA,2011,5,5.20016963,-74.88933547,73443,73443,1842,1925,335,4102,29096,33309
5,674,SAN VICENTE,2011,5,6.281540108,-75.3320598,5674,5674,5743,882,2538,9163,21099,17197
68,689,SAN VICENTE DE CHUCURÍ,2012,5,6.87981334,-73.41001828,68689,68689,8748,2071,1124,11943,54101,34640
18,753,SAN VICENTE DEL CAGUÁN,2011,5,2.113417738,-74.77195969,18753,18753,40436,3675,5397,49508,30952,67994
47,703,SAN ZENÓN,2011,5,9.244007073,-74.49973383,47703,47703,434,130,21,585,8972,9107
52,683,SANDONÁ,2011,5,1.285591892,-77.47026741,52683,52683,968,2585,257,3810,27742,25685
47,707,SANTA ANA,2011,5,9.322469287,-74.56778092,47707,47707,1766,809,121,2696,33705,25938
5,679,SANTA BÁRBARA,2011,5,5.874488592,-75.56750733,5679,5679,2044,1605,1059,4708,27716,22076
68,705,SANTA BÁRBARA,2011,5,6.990541297,-72.90668294,68705,68705,262,17,1,280,2465,2137
47,720,SANTA BÁRBARA DE PINTO,2011,5,9.433646888,-74.70362605,47720,47720,519,683,31,1233,0,12610
13,673,SANTA CATALINA,2011,5,10.60485463,-75.28739898,13673,13673,789,324,178,1291,16848,13169
23,417,SANTA CRUZ DE LORICA,2012,5,9.2403681,-75.81688954,23417,23417,4073,4022,127,8222,95277,118237
5,42,SANTA FÉ DE ANTIOQUIA,2011,5,6.558643976,-75.82725371,5042,5042,2645,1401,791,4837,20122,24549
27,250,SANTA GENOVEVA DE DOCORDÓ,2011,5,4.25519589,-77.36385534,27250,27250,8276,92,1362,9730,0,15251
68,720,SANTA HELENA DEL OPÓN,2011,5,6.338698493,-73.61627894,68720,68720,1715,165,53,1933,4954,4304
73,686,SANTA ISABEL,2011,5,4.714067826,-75.09751129,73686,73686,3251,264,158,3673,7711,6382
8,675,SANTA LUCÍA,2011,5,10.3242207,-74.95969368,8675,8675,108,520,2,630,12124,11584
15,690,SANTA MARÍA,2011,5,4.857600641,-73.26325876,15690,15690,218,176,24,418,6342,3980
41,676,SANTA MARÍA,2011,5,2.939026358,-75.58668683,41676,41676,2337,958,61,3356,9172,11348
47,1,SANTA MARTA,2010,5,11.22570314,-74.18839705,47001,47001,35085,143341,59036,237462,233267,483865
27,580,SANTA RITA,2011,5,5.185466721,-76.47233806,27580,27580,1514,110,669,2293,0,9695
19,701,SANTA ROSA,2011,5,1.7030252,-76.57382342,19701,19701,5362,245,303,5910,7782,10480
66,682,SANTA ROSA DE CABAL,2011,5,4.876508599,-75.62407439,66682,66682,808,4905,108,5821,64445,72230
13,683,SANTA ROSA DE LIMA,2011,5,10.44547272,-75.36910243,13683,13683,8212,3159,2739,14110,9609,22592
5,686,SANTA ROSA DE OSOS,2011,5,6.645172496,-75.46007968,5686,5686,1940,1721,210,3871,25537,35650
15,693,SANTA ROSA DE VITERBO,2011,5,5.874738604,-72.98238636,15693,15693,44,217,0,261,11399,13403
13,688,SANTA ROSA DEL SUR,2011,5,7.963478802,-74.05059886,13688,13688,6169,3900,8832,18901,14377,42003
99,624,SANTA ROSALÍA,2011,5,5.131103594,-70.86371082,99624,99624,712,188,45,945,1536,4012
15,696,SANTA SOFÍA,2011,5,5.714576959,-73.60218054,15696,15696,21,30,0,51,3454,2704
15,686,SANTANA,2011,5,6.057468817,-73.48212726,15686,15686,142,168,0,310,7011,7692
19,698,SANTANDER DE QUILICHAO,2008,5,3.011287968,-76.48534589,19698,19698,5681,17132,1333,24146,56432,93545
54,680,SANTIAGO,2011,5,7.865390222,-72.71645823,54680,54680,174,38,2,214,2796,2823
86,760,SANTIAGO,2011,5,1.146570094,-77.00251141,86760,86760,870,794,982,2646,6956,10428
76,1,SANTIAGO DE CALI,2011,5,3.417586541,-76.52233247,76001,76001,17084,148077,3177,168338,1418459,2369821
70,820,SANTIAGO DE TOLÚ,2011,5,9.50881496,-75.58811834,70820,70820,1627,1488,1461,4576,28449,33296
5,690,SANTO DOMINGO,2011,5,6.472524833,-75.165171,5690,5690,3259,873,1193,5325,15233,10416
8,685,SANTO TOMÁS,2011,5,10.75904064,-74.75536807,8685,8685,180,3090,10,3280,18452,25326
66,687,SANTUARIO,2011,5,5.074897415,-75.96439297,66687,66687,2494,1597,1148,5239,16498,15721
52,720,SAPUYES,2011,5,1.037711843,-77.62097815,52720,52720,69,40,0,109,6622,6355
81,736,SARAVENA,2012,5,6.953877941,-71.87394948,81736,81736,13963,12151,1663,27777,24417,47203
54,720,SARDINATA,2011,5,8.084233658,-72.80006112,54720,54720,10204,1708,3810,15722,22965,22632
25,718,SASAIMA,2011,5,4.962113974,-74.43294791,25718,25718,650,634,26,1310,9475,10688
15,720,SATIVANORTE,2011,5,6.131333828,-72.70812666,15720,15720,73,17,1,91,4353,2339
15,723,SATIVASUR,2011,5,6.093489232,-72.71218171,15723,15723,21,11,0,32,1364,1110
5,736,SEGOVIA,2011,5,7.079920327,-74.69930004,5736,5736,12539,3141,1070,16750,24544,40174
25,736,SESQUILÉ,2011,5,5.045195339,-73.79673518,25736,25736,63,120,0,183,5940,13936
76,736,SEVILLA,2012,5,4.270445341,-75.93156984,76736,76736,3850,2438,672,6960,53450,45143
15,740,SIACHOQUE,2011,5,5.511019001,-73.24518859,15740,15740,11,13,0,24,7813,8964
25,740,SIBATÉ,2011,5,4.487871343,-74.25874939,25740,25740,243,1163,12,1418,21802,38412
86,749,SIBUNDOY,2011,5,1.203158373,-76.92099511,86749,86749,858,6015,186,7059,9991,14136
54,743,SILOS,2011,5,7.204225784,-72.75698757,54743,54743,189,21,0,210,6645,4445
25,743,SILVANIA,2011,5,4.381539981,-74.40579382,25743,25743,2819,1444,558,4821,17542,21984
19,743,SILVIA,2011,5,2.611053922,-76.38245412,19743,19743,1902,337,132,2371,26221,32159
68,745,SIMACOTA,2011,5,6.443472237,-73.33740933,68745,68745,4387,357,221,4965,10891,7789
25,745,SIMIJACA,2011,5,5.504778752,-73.85010212,25745,25745,54,99,0,153,8425,13077
13,744,SIMITÍ,2011,5,7.955220135,-73.94636611,13744,13744,13544,1529,3858,18931,15588,20271
70,742,SINCÉ,2011,5,9.244482443,-75.14667204,70742,70742,1328,2681,160,4169,25528,33688
70,1,SINCELEJO,2011,5,9.300455215,-75.39599606,70001,70001,7662,144112,5000,156774,142152,275207
27,745,SIPÍ,2011,5,4.65307841,-76.64423947,27745,27745,3029,61,1568,4658,3331,4048
47,745,SITIONUEVO,2011,5,10.78073791,-74.72310508,47745,47745,17668,1749,3771,23188,19961,31706
25,754,SOACHA,2008,5,4.576528855,-74.2155111,25754,25754,2702,55044,607,58353,132758,511262
15,753,SOATÁ,2011,5,6.33332448,-72.68342065,15753,15753,137,71,6,214,17676,7255
15,757,SOCHA,2011,5,5.99685875,-72.69162654,15757,15757,217,159,11,387,9037,7140
68,755,SOCORRO,2006,5,6.463690974,-73.26113096,68755,68755,321,1141,25,1487,24013,30577
15,755,SOCOTÁ,2011,5,6.040847786,-72.63650787,15755,15755,650,48,54,752,12740,8128
15,759,SOGAMOSO,2008,5,5.724862053,-72.9232369,15759,15759,424,4025,23,4472,87796,113295
18,756,SOLANO,2011,5,0.699161193,-75.2533439,18756,18756,13278,619,1017,14914,11348,23663
8,758,SOLEDAD,2010,5,10.90617979,-74.793567,8758,8758,2405,62128,170,64703,177738,615492
18,785,SOLITA,2011,5,0.872398244,-75.62013109,18785,18785,12511,2226,1212,15949,0,9140
15,761,SOMONDOCO,2011,5,4.985809392,-73.43331223,15761,15761,68,87,1,156,4687,3632
5,756,SONSÓN,2011,5,5.712788054,-75.31030244,5756,5756,13052,3543,10231,26826,40145,35405
5,761,SOPETRÁN,2011,5,6.503132204,-75.74593737,5761,5761,1134,888,54,2076,13050,14696
13,760,SOPLAVIENTO,2011,5,10.39052256,-75.13570548,13760,13760,260,229,7,496,12237,8441
25,758,SOPÓ,2011,5,4.906942437,-73.93888529,25758,25758,54,326,0,380,9499,26769
15,762,SORA,2011,5,5.566856541,-73.44986726,15762,15762,3,5,0,8,3014,3025
15,764,SORACÁ,2011,5,5.501084317,-73.3328155,15764,15764,11,36,0,47,5592,5353
15,763,SOTAQUIRÁ,2011,5,5.765166352,-73.24722618,15763,15763,19,54,0,73,7960,7709
52,418,SOTOMAYOR,2011,5,1.49420522,-77.52108754,52418,52418,2883,3851,5411,12145,16482,19414
68,770,SUAITA,2011,5,6.098353143,-73.44031622,68770,68770,464,329,20,813,12864,10277
8,770,SUAN,2011,5,10.33369849,-74.88012314,8770,8770,103,635,9,747,10058,8752
19,780,SUÁREZ,2011,5,2.954521811,-76.69508051,19780,19780,5908,1035,14585,21528,4801,4555
73,770,SUÁREZ,2011,5,4.047599753,-74.83181686,73770,73770,199,100,9,308,0,18656
41,770,SUAZA,2011,5,1.976934415,-75.79465715,41770,41770,2038,3742,44,5824,9359,18968
25,769,SUBACHOQUE,2011,5,4.929068941,-74.17252832,25769,25769,51,195,0,246,18559,16117
19,785,SUCRE,2011,5,2.038398196,-76.92530555,19785,19785,2877,463,48,3388,0,8886
68,773,SUCRE,2011,5,5.919032578,-73.79149045,68773,68773,1951,67,120,2138,14595,8397
70,771,SUCRE,2011,5,8.813572579,-74.72206664,70771,70771,13336,1740,3672,18748,21950,22386
25,772,SUESCA,2011,5,5.103436926,-73.79836105,25772,25772,8,210,0,218,9864,17318
25,777,SUPATÁ,2011,5,5.06181224,-74.23583581,25777,25777,96,36,5,137,5841,5022
17,777,SUPÍA,2011,5,5.446099934,-75.64946621,17777,17777,1371,1588,134,3093,21338,26728
68,780,SURATÁ,2011,5,7.366583845,-72.98448374,68780,68780,1924,177,254,2355,5339,3295
25,779,SUSA,2011,5,5.454985672,-73.81396456,25779,25779,14,2,0,16,6236,12302
15,774,SUSACÓN,2011,5,6.230774737,-72.68978803,15774,15774,170,6,0,176,4107,3095
15,776,SUTAMARCHÁN,2011,5,5.620143909,-73.62056371,15776,15776,12,59,0,71,4880,5916
25,781,SUTATAUSA,2011,5,5.247368962,-73.85300839,25781,25781,0,178,0,178,3868,5564
15,778,SUTATENZA,2011,5,5.023242631,-73.45204672,15778,15778,12,58,0,70,5540,4086
25,785,TABIO,2011,5,4.917722828,-74.09697338,25785,25785,31,346,0,377,9034,27033
27,787,TADÓ,2011,5,5.265425993,-76.55477631,27787,27787,6780,877,5830,13487,23969,18906
13,780,TALAIGUA NUEVO,2011,5,9.305402808,-74.56791185,13780,13780,677,913,21,1611,22360,11350
20,787,TAMALAMEQUE,2011,5,8.8623923,-73.81185017,20787,20787,2434,1469,257,4160,12185,13862
85,400,TÁMARA,2011,5,5.830052119,-72.16293115,85400,85400,1659,78,313,2050,6931,7044
81,794,TAME,2011,5,6.457691747,-71.74061319,81794,81794,32641,5062,17150,54853,25253,52768
5,789,TÁMESIS,2011,5,5.665176758,-75.71422154,5789,5789,1576,413,152,2141,20544,14732
52,786,TAMINANGO,2011,5,1.570127638,-77.28072792,52786,52786,1794,12765,254,14813,16651,20537
52,788,TANGUA,2011,5,1.094534348,-77.39443729,52788,52788,1804,468,116,2388,10295,9629
97,666,TARAIRA,2011,5,-0.564700182,-69.63405375,97666,97666,85,25,9,119,811,976
91,798,TARAPACÁ,2011,5,-2.891380692,-69.74165189,91798,91798,100,27,24,151,1788,4195
5,790,TARAZÁ,2011,5,7.581611353,-75.399711,5790,5790,18810,7032,9051,34893,14572,42641
41,791,TARQUI,2011,5,2.111456151,-75.8243982,41791,41791,1123,1677,1161,3961,12528,17604
5,792,TARSO,2011,5,5.864841083,-75.8227935,5792,5792,452,154,10,616,6790,7776
15,790,TASCO,2011,5,5.910719847,-72.7805494,15790,15790,65,95,0,160,9239,6361
85,410,TAURAMENA,2011,5,5.014150559,-72.74897432,85410,85410,2591,1324,1198,5113,8393,22076
25,793,TAUSA,2011,5,5.195683508,-73.88759181,25793,25793,22,20,0,42,6763,8801
41,799,TELLO,2011,5,3.06742823,-75.1392351,41799,41799,4447,541,321,5309,12333,14195
25,797,TENA,2011,5,4.655348025,-74.38932332,25797,25797,146,300,0,446,6310,8941
47,798,TENERIFE,2011,5,9.898272893,-74.85760389,47798,47798,6586,1003,2284,9873,21366,12243
25,799,TENJO,2011,5,4.871715773,-74.14345182,25799,25799,31,573,0,604,11676,19849
15,798,TENZA,2011,5,5.076831566,-73.42165115,15798,15798,6,16,0,22,5586,4112
54,800,TEORAMA,2011,5,8.437233734,-73.28698543,54800,54800,12431,2367,4541,19339,14931,21524
41,801,TERUEL,2011,5,2.741255461,-75.56772868,41801,41801,839,591,61,1491,7221,8744
41,797,TESALIA,2011,5,2.485911202,-75.72744344,41797,41797,762,1110,75,1947,11307,9247
25,805,TIBACUY,2011,5,4.347746148,-74.45272832,25805,25805,1321,310,100,1731,5386,4828
15,804,TIBANÁ,2011,5,5.316184465,-73.3967445,15804,15804,56,16,0,72,10970,9186
15,806,TIBASOSA,2011,5,5.747154143,-72.9996465,15806,15806,8,219,0,227,7851,14063
25,807,TIBIRITA,2011,5,5.052445922,-73.5046538,25807,25807,52,79,0,131,4419,2950
54,810,TIBÚ,2011,5,8.6397177,-72.73591937,54810,54810,53422,2723,9178,65323,33392,36502
23,807,TIERRALTA,2011,5,8.172246548,-76.06231663,23807,23807,70061,7034,35171,112266,61834,99911
41,807,TIMANÁ,2011,5,1.974300102,-75.93234858,41807,41807,1338,1882,13,3233,18456,20319
19,807,TIMBÍO,2011,5,2.352227485,-76.68283126,19807,19807,4463,4360,638,9461,22353,33883
19,809,TIMBIQUÍ,2011,5,2.777273395,-77.66827254,19809,19809,7025,1598,12004,20627,19244,21617
15,808,TINJACÁ,2011,5,5.579019329,-73.6471491,15808,15808,5,23,0,28,2475,3035
15,810,TIPACOQUE,2011,5,6.41502583,-72.69019233,15810,15810,22,0,0,22,5263,3206
5,809,TITIRIBÍ,2011,5,6.062945865,-75.79470812,5809,5809,549,335,34,918,14227,14393
15,814,TOCA,2011,5,5.564266575,-73.18507622,15814,15814,11,42,0,53,8990,10157
25,815,TOCAIMA,2011,5,4.46051851,-74.63707981,25815,25815,604,281,17,902,17758,18387
25,817,TOCANCIPÁ,2011,5,4.964417269,-73.91169297,25817,25817,26,888,0,914,8814,31975
15,816,TOGÜÍ,2011,5,5.93754577,-73.51357192,15816,15816,66,74,0,140,5731,4966
5,819,TOLEDO,2011,5,7.010341916,-75.69216654,5819,5819,2518,478,1227,4223,7689,6374
54,820,TOLEDO,2011,5,7.310152429,-72.48489083,54820,54820,1240,508,53,1801,17302,17283
70,823,TOLÚ VIEJO,2011,5,9.453703143,-75.43951587,70823,70823,13687,3919,3596,21202,16015,18897
68,820,TONA,2011,5,7.202991553,-72.96558488,68820,68820,495,157,12,664,5998,7085
15,820,TÓPAGA,2011,5,5.769343911,-72.83157765,15820,15820,19,26,0,45,3759,3694
25,823,TOPAIPÍ,2011,5,5.335817874,-74.30187572,25823,25823,2246,176,658,3080,6879,4529
19,821,TORIBÍO,2011,5,2.953701969,-76.27049302,19821,19821,6842,1867,6667,15376,17477,29187
76,823,TORO,2011,5,4.607853845,-76.07739112,76823,76823,980,702,20,1702,15772,16392
15,822,TOTA,2011,5,5.560490012,-72.98578747,15822,15822,18,0,0,18,5698,5386
19,824,TOTORÓ,2011,5,2.511197627,-76.39817055,19824,19824,2618,70,42,2730,11965,20123
85,430,TRINIDAD,2011,5,5.411016224,-71.66267865,85430,85430,1311,436,244,1991,8246,14749
76,828,TRUJILLO,2011,5,4.21224386,-76.31876035,76828,76828,4600,1513,959,7072,21422,18103
8,832,TUBARÁ,2012,5,10.87398455,-74.97861141,8832,8832,174,489,1,664,8639,11020
23,815,TUCHÍN,2011,5,9.186539188,-75.55514696,23815,23815,571,883,63,1517,0,37716
76,834,TULUÁ,2008,5,4.085358464,-76.1971756,76834,76834,10449,15352,13822,39623,122581,211588
52,835,TUMACO,2012,5,1.761333678,-78.78154404,52835,52835,43704,17029,82390,143123,97999,199659
15,1,TUNJA,2011,5,5.540777415,-73.35512117,15001,15001,237,3550,12,3799,93966,188380
15,832,TUNUNGUÁ,2011,5,5.730407979,-73.93303506,15832,15832,69,5,3,77,1791,1840
52,838,TÚQUERRES,2011,5,1.086639011,-77.61785363,52838,52838,687,1252,145,2084,40285,40599
13,836,TURBACO,2012,5,10.33579029,-75.41554691,13836,13836,2142,4470,1141,7753,36178,72168
13,838,TURBANÁ,2011,5,10.27356761,-75.44164166,13838,13838,557,200,45,802,10016,14883
5,837,TURBO,2012,5,8.094096738,-76.72643183,5837,5837,72127,53607,56110,181844,72876,159268
15,835,TURMEQUÉ,2011,5,5.323456226,-73.49125005,15835,15835,11,15,0,26,7855,6182
15,837,TUTA,2011,5,5.690070099,-73.2282664,15837,15837,24,61,0,85,7469,9673
15,839,TUTAZÁ,2011,5,6.032475912,-72.85634776,15839,15839,103,5,3,111,2574,1890
25,839,UBALÁ,2011,5,4.748177194,-73.53230677,25839,25839,830,129,56,1015,15849,10718
25,841,UBAQUE,2011,5,4.483788969,-73.93417373,25841,25841,228,155,0,383,7895,6166
