Origin_ID;Origin_NAME;Origin_N_Displ;Origin_N_Receiv;Origin_LAT;Origin_LNG;Destin_ID;Destin_NAME;Destin_N_Displ;Destin_N_Receiv;Destin_LAT;Destin_LNG;Count
52490;BOCAS DE SATINGA;11959;2727;2.347547;-78.328775;76834;TULUÁ;10449;15352;4.085358;-76.197176;135
11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;5001;MEDELLÍN;41118;373898;6.248941;-75.577056;478
11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;25754;SOACHA;2702;55044;4.576529;-74.215511;351
11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;50001;VILLAVICENCIO;7725;107365;4.122958;-73.626878;323
11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;73001;IBAGUÉ;10112;75833;4.439631;-75.19635;251
11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;68001;BUCARAMANGA;5644;70103;7.115901;-73.132537;199
11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;47001;SANTA MARTA;35085;143341;11.225703;-74.188397;195
11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;41001;NEIVA;8289;61885;2.935546;-75.277946;180
11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;68081;BARRANCABERMEJA;28240;49094;7.067976;-73.846686;173
11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;76001;SANTIAGO DE CALI;17084;148077;3.417587;-76.522332;156
11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;54001;CÚCUTA;16922;91560;7.905267;-72.505591;148
11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;8001;BARRANQUILLA;5939;117739;10.979459;-74.816835;134
11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;20001;VALLEDUPAR;32436;83963;10.461893;-73.258517;122
11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;94001;INÍRIDA;1095;6312;3.864699;-67.917963;122
11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;66001;PEREIRA;3693;54482;4.807002;-75.718267;116
11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;63001;ARMENIA;1973;24515;4.538105;-75.680004;112
11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;25290;FUSAGASUGÁ;1773;10270;4.337748;-74.366368;101
19100;BOLÍVAR;16312;843;1.837563;-76.966757;19001;POPAYÁN;4522;110174;2.447699;-76.624469;10714
19100;BOLÍVAR;16312;843;1.837563;-76.966757;76001;SANTIAGO DE CALI;17084;148077;3.417587;-76.522332;1364
68101;BOLÍVAR;3862;253;5.98687;-73.770912;68190;CIMITARRA;6483;3344;6.315266;-73.950919;932
68101;BOLÍVAR;3862;253;5.98687;-73.770912;68385;LANDÁZURI;3892;1797;6.218719;-73.809221;774
68101;BOLÍVAR;3862;253;5.98687;-73.770912;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;682
19100;BOLÍVAR;16312;843;1.837563;-76.966757;41551;PITALITO;8053;29612;1.853056;-76.049263;587
19100;BOLÍVAR;16312;843;1.837563;-76.966757;19807;TIMBÍO;4463;4360;2.352227;-76.682831;404
76100;BOLÍVAR;3530;532;4.338137;-76.184963;76834;TULUÁ;10449;15352;4.085358;-76.197176;403
76100;BOLÍVAR;3530;532;4.338137;-76.184963;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;396
19100;BOLÍVAR;16312;843;1.837563;-76.966757;41359;SAN JOSÉ DE ISNOS;4365;2312;1.930356;-76.214542;380
19100;BOLÍVAR;16312;843;1.837563;-76.966757;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;255
76100;BOLÍVAR;3530;532;4.338137;-76.184963;76001;SANTIAGO DE CALI;17084;148077;3.417587;-76.522332;251
68101;BOLÍVAR;3862;253;5.98687;-73.770912;68001;BUCARAMANGA;5644;70103;7.115901;-73.132537;237
76100;BOLÍVAR;3530;532;4.338137;-76.184963;76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;209
76100;BOLÍVAR;3530;532;4.338137;-76.184963;76828;TRUJILLO;4600;1513;4.212244;-76.31876;193
76100;BOLÍVAR;3530;532;4.338137;-76.184963;66001;PEREIRA;3693;54482;4.807002;-75.718267;185
76100;BOLÍVAR;3530;532;4.338137;-76.184963;76622;ROLDANILLO;2085;1402;4.413548;-76.151032;176
19100;BOLÍVAR;16312;843;1.837563;-76.966757;41001;NEIVA;8289;61885;2.935546;-75.277946;161
19100;BOLÍVAR;16312;843;1.837563;-76.966757;63001;ARMENIA;1973;24515;4.538105;-75.680004;153
76100;BOLÍVAR;3530;532;4.338137;-76.184963;63001;ARMENIA;1973;24515;4.538105;-75.680004;139
68101;BOLÍVAR;3862;253;5.98687;-73.770912;68276;FLORIDABLANCA;871;21226;7.074187;-73.097661;138
68101;BOLÍVAR;3862;253;5.98687;-73.770912;68861;VÉLEZ;709;746;6.007581;-73.67452;136
19100;BOLÍVAR;16312;843;1.837563;-76.966757;41530;PALESTINA;975;1499;1.723503;-76.133017;131
19100;BOLÍVAR;16312;843;1.837563;-76.966757;52378;LA CRUZ;1848;884;1.600624;-76.971322;125
19100;BOLÍVAR;16312;843;1.837563;-76.966757;19532;EL BORDO;12622;2821;2.113081;-76.985682;106
68101;BOLÍVAR;3862;253;5.98687;-73.770912;25754;SOACHA;2702;55044;4.576529;-74.215511;105
19100;BOLÍVAR;16312;843;1.837563;-76.966757;41298;GARZÓN;6176;11020;2.195653;-75.626738;105
68101;BOLÍVAR;3862;253;5.98687;-73.770912;68077;BARBOSA;568;1674;5.932365;-73.616312;101
20060;BOSCONIA;7381;11271;9.974372;-73.888042;20001;VALLEDUPAR;32436;83963;10.461893;-73.258517;1553
20060;BOSCONIA;7381;11271;9.974372;-73.888042;47001;SANTA MARTA;35085;143341;11.225703;-74.188397;1080
20060;BOSCONIA;7381;11271;9.974372;-73.888042;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;488
20060;BOSCONIA;7381;11271;9.974372;-73.888042;44001;RIOHACHA;12215;39130;11.529125;-72.912271;462
20060;BOSCONIA;7381;11271;9.974372;-73.888042;8001;BARRANQUILLA;5939;117739;10.979459;-74.816835;427
20060;BOSCONIA;7381;11271;9.974372;-73.888042;8758;SOLEDAD;2405;62128;10.90618;-74.793567;315
20060;BOSCONIA;7381;11271;9.974372;-73.888042;13001;CARTAGENA DE INDIAS;12945;121634;10.398816;-75.501229;195
20060;BOSCONIA;7381;11271;9.974372;-73.888042;70001;SINCELEJO;7662;144112;9.300455;-75.395996;194
20060;BOSCONIA;7381;11271;9.974372;-73.888042;20621;ROBLES;9099;5326;10.386468;-73.172691;163
5107;BRICEÑO;4754;386;7.112513;-75.550714;5001;MEDELLÍN;41118;373898;6.248941;-75.577056;2539
5107;BRICEÑO;4754;386;7.112513;-75.550714;5887;YARUMAL;5601;5595;6.96558;-75.419598;673
5107;BRICEÑO;4754;386;7.112513;-75.550714;5088;BELLO;7634;45571;6.333786;-75.554448;281
68001;BUCARAMANGA;5644;70103;7.115901;-73.132537;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;1205
68001;BUCARAMANGA;5644;70103;7.115901;-73.132537;54001;CÚCUTA;16922;91560;7.905267;-72.505591;329
68001;BUCARAMANGA;5644;70103;7.115901;-73.132537;68081;BARRANCABERMEJA;28240;49094;7.067976;-73.846686;318
68001;BUCARAMANGA;5644;70103;7.115901;-73.132537;8001;BARRANQUILLA;5939;117739;10.979459;-74.816835;295
68001;BUCARAMANGA;5644;70103;7.115901;-73.132537;68307;GIRÓN;2012;19227;7.071761;-73.168255;238
68001;BUCARAMANGA;5644;70103;7.115901;-73.132537;5001;MEDELLÍN;41118;373898;6.248941;-75.577056;213
68001;BUCARAMANGA;5644;70103;7.115901;-73.132537;13001;CARTAGENA DE INDIAS;12945;121634;10.398816;-75.501229;199
68001;BUCARAMANGA;5644;70103;7.115901;-73.132537;47001;SANTA MARTA;35085;143341;11.225703;-74.188397;196
68001;BUCARAMANGA;5644;70103;7.115901;-73.132537;68276;FLORIDABLANCA;871;21226;7.074187;-73.097661;182
68001;BUCARAMANGA;5644;70103;7.115901;-73.132537;8758;SOLEDAD;2405;62128;10.90618;-74.793567;162
68001;BUCARAMANGA;5644;70103;7.115901;-73.132537;20001;VALLEDUPAR;32436;83963;10.461893;-73.258517;120
68001;BUCARAMANGA;5644;70103;7.115901;-73.132537;68547;PIEDECUESTA;1103;11996;6.995475;-73.054308;103
54109;BUCARASICA;1304;351;8.039442;-72.866924;54001;CÚCUTA;16922;91560;7.905267;-72.505591;561
54109;BUCARASICA;1304;351;8.039442;-72.866924;54720;SARDINATA;10204;1708;8.084234;-72.800061;221
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;47340
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76001;SANTIAGO DE CALI;17084;148077;3.417587;-76.522332;19325
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;25754;SOACHA;2702;55044;4.576529;-74.215511;5175
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76834;TULUÁ;10449;15352;4.085358;-76.197176;1219
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76233;DAGUA;5781;4685;3.657394;-76.689175;1192
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;5001;MEDELLÍN;41118;373898;6.248941;-75.577056;1116
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;66001;PEREIRA;3693;54482;4.807002;-75.718267;977
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;63001;ARMENIA;1973;24515;4.538105;-75.680004;937
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76892;YUMBO;1275;6973;3.540269;-76.497639;918
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76520;PALMIRA;3911;9368;3.532937;-76.298216;833
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76111;GUADALAJARA DE BUGA;3715;5065;3.901401;-76.298934;785
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76364;JAMUNDÍ;5848;9002;3.262997;-76.540231;579
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;52835;TUMACO;43704;17029;1.761334;-78.781544;538
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;13001;CARTAGENA DE INDIAS;12945;121634;10.398816;-75.501229;497
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;19001;POPAYÁN;4522;110174;2.447699;-76.624469;470
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;73001;IBAGUÉ;10112;75833;4.439631;-75.19635;406
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76130;CANDELARIA;812;4644;3.409349;-76.347736;398
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;19418;LÓPEZ;12377;631;2.845917;-77.248277;384
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76113;BUGALAGRANDE;4303;3079;4.208153;-76.157715;330
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;19809;TIMBIQUÍ;7025;1598;2.777273;-77.668273;316
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;63401;LA TEBAIDA;440;4773;4.452992;-75.786696;296
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;66170;DOSQUEBRADAS;1317;11388;4.826246;-75.680286;287
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76563;PRADERA;3875;3061;3.419438;-76.241041;272
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76275;FLORIDA;3899;2637;3.32387;-76.233984;265
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76100;BOLÍVAR;3530;532;4.338137;-76.184963;246
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;27001;SAN FRANCISCO DE QUIBDO;19183;70189;5.692349;-76.651125;236
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76248;EL CERRITO;2025;2486;3.68475;-76.311734;228
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;66318;GUÁTICA;1983;1543;5.315826;-75.799008;224
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76606;RESTREPO;846;1630;3.8254;-76.52087;222
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;52490;BOCAS DE SATINGA;11959;2727;2.347547;-78.328775;218
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;63594;QUIMBAYA;566;3708;4.624556;-75.763594;205
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;19698;SANTANDER DE QUILICHAO;5681;17132;3.011288;-76.485346;205
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;52001;SAN JUAN DE PASTO;5147;65728;1.212839;-77.278125;200
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;50001;VILLAVICENCIO;7725;107365;4.122958;-73.626878;195
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;8001;BARRANQUILLA;5939;117739;10.979459;-74.816835;191
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;54001;CÚCUTA;16922;91560;7.905267;-72.505591;183
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76147;CARTAGO;1811;5215;4.738522;-75.911513;171
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76616;RIOFRÍO;3154;2577;4.156939;-76.2886;164
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;47001;SANTA MARTA;35085;143341;11.225703;-74.188397;157
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;17001;MANIZALES;2766;19398;5.056447;-75.490037;154
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76895;ZARZAL;1438;1667;4.390428;-76.071748;148
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;5837;TURBO;72127;53607;8.094097;-76.726432;138
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;19845;VILLA RICA;246;856;3.174923;-76.461614;134
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;5088;BELLO;7634;45571;6.333786;-75.554448;131
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;27361;ISTMINA;10924;8818;5.153351;-76.686002;126
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;85001;YOPAL;4917;19675;5.332228;-72.393994;123
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76318;GUACARÍ;780;1484;3.761995;-76.333506;121
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;66088;BELÉN DE UMBRÍA;2413;1408;5.200819;-75.868496;118
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;52250;EL CHARCO;16338;752;2.476974;-78.110298;113
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76126;DARIÉN;1897;1132;3.935224;-76.484223;111
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;52473;MOSQUERA;2629;1176;2.509226;-78.451376;109
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;66456;MISTRATÓ;4647;718;5.297098;-75.882052;108
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;63130;CALARCÁ;2147;6576;4.516195;-75.649088;108
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;76122;CAICEDONIA;2187;2131;4.340622;-75.836534;107
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;18001;FLORENCIA;26683;109520;1.617334;-75.60689;107
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;41001;NEIVA;8289;61885;2.935546;-75.277946;104
76109;BUENAVENTURA;95509;34393;3.875474;-77.011536;66400;LA VIRGINIA;1367;3695;4.898062;-75.878323;101
23079;BUENAVISTA;3370;1957;8.223053;-75.482986;5001;MEDELLÍN;41118;373898;6.248941;-75.577056;367
23079;BUENAVISTA;3370;1957;8.223053;-75.482986;70001;SINCELEJO;7662;144112;9.300455;-75.395996;236
23079;BUENAVISTA;3370;1957;8.223053;-75.482986;23555;PLANETA RICA;6754;10144;8.409121;-75.584097;235
23079;BUENAVISTA;3370;1957;8.223053;-75.482986;23001;MONTERÍA;14282;89511;8.746423;-75.876635;228
23079;BUENAVISTA;3370;1957;8.223053;-75.482986;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;208
70110;BUENAVISTA;1062;3156;9.319656;-74.973528;70001;SINCELEJO;7662;144112;9.300455;-75.395996;178
23079;BUENAVISTA;3370;1957;8.223053;-75.482986;13001;CARTAGENA DE INDIAS;12945;121634;10.398816;-75.501229;158
70110;BUENAVISTA;1062;3156;9.319656;-74.973528;13430;MAGANGUÉ;12537;41642;9.241367;-74.755668;138
23079;BUENAVISTA;3370;1957;8.223053;-75.482986;5154;CAUCASIA;17002;15499;7.97776;-75.198514;122
23079;BUENAVISTA;3370;1957;8.223053;-75.482986;23466;MONTELÍBANO;21646;14794;7.977922;-75.418484;120
23079;BUENAVISTA;3370;1957;8.223053;-75.482986;8001;BARRANQUILLA;5939;117739;10.979459;-74.816835;110
19110;BUENOS AIRES;12813;2172;3.016024;-76.642546;19698;SANTANDER DE QUILICHAO;5681;17132;3.011288;-76.485346;5984
19110;BUENOS AIRES;12813;2172;3.016024;-76.642546;76001;SANTIAGO DE CALI;17084;148077;3.417587;-76.522332;2300
19110;BUENOS AIRES;12813;2172;3.016024;-76.642546;76364;JAMUNDÍ;5848;9002;3.262997;-76.540231;1928
19110;BUENOS AIRES;12813;2172;3.016024;-76.642546;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;469
19110;BUENOS AIRES;12813;2172;3.016024;-76.642546;19780;SUÁREZ;5908;1035;2.954522;-76.695081;231
19110;BUENOS AIRES;12813;2172;3.016024;-76.642546;19001;POPAYÁN;4522;110174;2.447699;-76.624469;216
19110;BUENOS AIRES;12813;2172;3.016024;-76.642546;25843;VILLA DE SAN DIEGO DE UBATÉ;88;892;5.307474;-73.814453;113
52110;BUESACO;1723;2356;1.384763;-77.156463;52001;SAN JUAN DE PASTO;5147;65728;1.212839;-77.278125;469
52110;BUESACO;1723;2356;1.384763;-77.156463;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;313
52110;BUESACO;1723;2356;1.384763;-77.156463;76001;SANTIAGO DE CALI;17084;148077;3.417587;-76.522332;108
76113;BUGALAGRANDE;4303;3079;4.208153;-76.157715;76834;TULUÁ;10449;15352;4.085358;-76.197176;1259
76113;BUGALAGRANDE;4303;3079;4.208153;-76.157715;76736;SEVILLA;3850;2438;4.270445;-75.93157;550
76113;BUGALAGRANDE;4303;3079;4.208153;-76.157715;76001;SANTIAGO DE CALI;17084;148077;3.417587;-76.522332;401
76113;BUGALAGRANDE;4303;3079;4.208153;-76.157715;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;300
76113;BUGALAGRANDE;4303;3079;4.208153;-76.157715;63001;ARMENIA;1973;24515;4.538105;-75.680004;137
76113;BUGALAGRANDE;4303;3079;4.208153;-76.157715;66001;PEREIRA;3693;54482;4.807002;-75.718267;127
76113;BUGALAGRANDE;4303;3079;4.208153;-76.157715;76616;RIOFRÍO;3154;2577;4.156939;-76.2886;115
5113;BURITICÁ;2785;210;6.71953;-75.907131;5001;MEDELLÍN;41118;373898;6.248941;-75.577056;2005
5113;BURITICÁ;2785;210;6.71953;-75.907131;5628;SABANALARGA;3478;1538;6.853533;-75.814166;167
5113;BURITICÁ;2785;210;6.71953;-75.907131;5088;BELLO;7634;45571;6.333786;-75.554448;114
25120;CABRERA;1869;453;3.984828;-74.484284;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;967
25120;CABRERA;1869;453;3.984828;-74.484284;25290;FUSAGASUGÁ;1773;10270;4.337748;-74.366368;247
25120;CABRERA;1869;453;3.984828;-74.484284;25754;SOACHA;2702;55044;4.576529;-74.215511;184
50124;CABUYARO;484;553;4.285083;-72.792742;50001;VILLAVICENCIO;7725;107365;4.122958;-73.626878;193
5120;CÁCERES;12748;3488;7.576322;-75.350108;5001;MEDELLÍN;41118;373898;6.248941;-75.577056;2267
5120;CÁCERES;12748;3488;7.576322;-75.350108;5154;CAUCASIA;17002;15499;7.97776;-75.198514;1993
5120;CÁCERES;12748;3488;7.576322;-75.350108;5790;TARAZÁ;18810;7032;7.581611;-75.399711;1116
5120;CÁCERES;12748;3488;7.576322;-75.350108;70001;SINCELEJO;7662;144112;9.300455;-75.395996;757
5120;CÁCERES;12748;3488;7.576322;-75.350108;23001;MONTERÍA;14282;89511;8.746423;-75.876635;617
5120;CÁCERES;12748;3488;7.576322;-75.350108;5088;BELLO;7634;45571;6.333786;-75.554448;408
5120;CÁCERES;12748;3488;7.576322;-75.350108;23350;LA APARTADA Y LA FRONTERA;1878;3477;8.044359;-75.333815;382
5120;CÁCERES;12748;3488;7.576322;-75.350108;23466;MONTELÍBANO;21646;14794;7.977922;-75.418484;267
5120;CÁCERES;12748;3488;7.576322;-75.350108;70708;SAN MARCOS;4265;3764;8.66209;-75.128878;236
5120;CÁCERES;12748;3488;7.576322;-75.350108;13001;CARTAGENA DE INDIAS;12945;121634;10.398816;-75.501229;187
5120;CÁCERES;12748;3488;7.576322;-75.350108;23555;PLANETA RICA;6754;10144;8.409121;-75.584097;172
5120;CÁCERES;12748;3488;7.576322;-75.350108;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;168
5120;CÁCERES;12748;3488;7.576322;-75.350108;8001;BARRANQUILLA;5939;117739;10.979459;-74.816835;162
5120;CÁCERES;12748;3488;7.576322;-75.350108;23079;BUENAVISTA;3370;1957;8.223053;-75.482986;160
5120;CÁCERES;12748;3488;7.576322;-75.350108;5887;YARUMAL;5601;5595;6.96558;-75.419598;157
5120;CÁCERES;12748;3488;7.576322;-75.350108;23068;AYAPEL;6485;3160;8.311132;-75.147012;123
5120;CÁCERES;12748;3488;7.576322;-75.350108;23660;SAHAGÚN;1883;4796;8.943648;-75.44522;121
54128;CÁCHIRA;2644;406;7.74186;-73.048496;68001;BUCARAMANGA;5644;70103;7.115901;-73.132537;964
54128;CÁCHIRA;2644;406;7.74186;-73.048496;54001;CÚCUTA;16922;91560;7.905267;-72.505591;290
54128;CÁCHIRA;2644;406;7.74186;-73.048496;68255;EL PLAYÓN;4081;2715;7.470683;-73.203124;192
54128;CÁCHIRA;2644;406;7.74186;-73.048496;68307;GIRÓN;2012;19227;7.071761;-73.168255;182
54128;CÁCHIRA;2644;406;7.74186;-73.048496;68276;FLORIDABLANCA;871;21226;7.074187;-73.097661;156
54128;CÁCHIRA;2644;406;7.74186;-73.048496;68547;PIEDECUESTA;1103;11996;6.995475;-73.054308;104
5125;CAICEDO;2780;563;6.405788;-75.984153;5001;MEDELLÍN;41118;373898;6.248941;-75.577056;1446
5125;CAICEDO;2780;563;6.405788;-75.984153;5847;URRAO;22570;4930;6.314001;-76.13224;193
5125;CAICEDO;2780;563;6.405788;-75.984153;5088;BELLO;7634;45571;6.333786;-75.554448;157
76122;CAICEDONIA;2187;2131;4.340622;-75.836534;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;272
76122;CAICEDONIA;2187;2131;4.340622;-75.836534;76001;SANTIAGO DE CALI;17084;148077;3.417587;-76.522332;190
76122;CAICEDONIA;2187;2131;4.340622;-75.836534;63001;ARMENIA;1973;24515;4.538105;-75.680004;179
76122;CAICEDONIA;2187;2131;4.340622;-75.836534;66001;PEREIRA;3693;54482;4.807002;-75.718267;118
76122;CAICEDONIA;2187;2131;4.340622;-75.836534;76834;TULUÁ;10449;15352;4.085358;-76.197176;109
70124;CAIMITO;1731;701;8.789025;-75.116089;70001;SINCELEJO;7662;144112;9.300455;-75.395996;926
70124;CAIMITO;1731;701;8.789025;-75.116089;70678;SAN BENITO ABAD;10000;2821;8.929924;-75.031369;266
73124;CAJAMARCA;4569;1632;4.43777;-75.433796;73001;IBAGUÉ;10112;75833;4.439631;-75.19635;1553
73124;CAJAMARCA;4569;1632;4.43777;-75.433796;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;1108
73124;CAJAMARCA;4569;1632;4.43777;-75.433796;63001;ARMENIA;1973;24515;4.538105;-75.680004;194
73124;CAJAMARCA;4569;1632;4.43777;-75.433796;63130;CALARCÁ;2147;6576;4.516195;-75.649088;171
73124;CAJAMARCA;4569;1632;4.43777;-75.433796;25754;SOACHA;2702;55044;4.576529;-74.215511;168
19130;CAJIBÍO;11867;624;2.623031;-76.570386;19001;POPAYÁN;4522;110174;2.447699;-76.624469;5506
19130;CAJIBÍO;11867;624;2.623031;-76.570386;76001;SANTIAGO DE CALI;17084;148077;3.417587;-76.522332;3017
19130;CAJIBÍO;11867;624;2.623031;-76.570386;19548;PIENDAMÓ;1802;3186;2.638574;-76.528598;691
19130;CAJIBÍO;11867;624;2.623031;-76.570386;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;320
19130;CAJIBÍO;11867;624;2.623031;-76.570386;63001;ARMENIA;1973;24515;4.538105;-75.680004;239
19130;CAJIBÍO;11867;624;2.623031;-76.570386;76364;JAMUNDÍ;5848;9002;3.262997;-76.540231;205
19130;CAJIBÍO;11867;624;2.623031;-76.570386;41551;PITALITO;8053;29612;1.853056;-76.049263;133
19130;CAJIBÍO;11867;624;2.623031;-76.570386;19473;MORALES;3578;1569;2.758064;-76.630811;102
95015;CALAMAR;7866;678;1.958586;-72.65496;50001;VILLAVICENCIO;7725;107365;4.122958;-73.626878;1860
95015;CALAMAR;7866;678;1.958586;-72.65496;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;1230
95015;CALAMAR;7866;678;1.958586;-72.65496;95001;SAN JOSÉ DEL GUAVIARE;26213;13655;2.567205;-72.63969;1190
13140;CALAMAR;4048;457;10.251025;-74.91381;8001;BARRANQUILLA;5939;117739;10.979459;-74.816835;1035
13140;CALAMAR;4048;457;10.251025;-74.91381;8758;SOLEDAD;2405;62128;10.90618;-74.793567;648
13140;CALAMAR;4048;457;10.251025;-74.91381;13001;CARTAGENA DE INDIAS;12945;121634;10.398816;-75.501229;438
95015;CALAMAR;7866;678;1.958586;-72.65496;50006;ACACÍAS;3541;11977;3.991014;-73.765602;253
95015;CALAMAR;7866;678;1.958586;-72.65496;50313;GRANADA;5755;17595;3.544871;-73.706271;230
13140;CALAMAR;4048;457;10.251025;-74.91381;8433;MALAMBO;975;13682;10.857597;-74.775158;187
95015;CALAMAR;7866;678;1.958586;-72.65496;66001;PEREIRA;3693;54482;4.807002;-75.718267;186
13140;CALAMAR;4048;457;10.251025;-74.91381;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;174
13140;CALAMAR;4048;457;10.251025;-74.91381;70001;SINCELEJO;7662;144112;9.300455;-75.395996;167
95015;CALAMAR;7866;678;1.958586;-72.65496;25754;SOACHA;2702;55044;4.576529;-74.215511;115
13140;CALAMAR;4048;457;10.251025;-74.91381;13657;SAN JUAN NEPOMUCENO;10225;2485;9.951381;-75.083666;113
95015;CALAMAR;7866;678;1.958586;-72.65496;50689;SAN MARTÍN;2675;6426;3.701611;-73.695972;110
63130;CALARCÁ;2147;6576;4.516195;-75.649088;11001;BOGOTÁ, D.C.;7290;536598;4.650528;-74.105972;582
63130;CALARCÁ;2147;6576;4.516195;-75.649088;63001;ARMENIA;1973;24515;4.538105;-75.680004;231
5129;CALDAS;1262;3517;6.091578;-75.634494;5001;MEDELLÍN;41118;373898;6.248941;-75.577056;534
19137;CALDONO;2826;626;2.797509;-76.484702;76001;SANTIAGO DE CALI;17084;148077;3.417587;-76.522332;782
19137;CALDONO;2826;626;2.797509;-76.484702;19698;SANTANDER DE QUILICHAO;5681;17132;3.011288;-76.485346;363
